url,naziv,cijena,lokacija,lat,lng,Kvadrata,Pravih Kvadrata,Broj soba,Adresa,Godina izgradnje,Primarna orjentacija,stanje,balkon,dodatna kvadratura,Namjesten
https://www.olx.ba/artikal/31090915/trosoban-stan-82m2-cengic-vila-renoviran/,"Trosoban stan,82m2 cengic Vila RENOVIRAN",178900,Novo Sarajevo,43.850312,18.369865,73,73,Trosoban (3),Dzemala Bijedica,1980-1989,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31109536/bauland-prodaje-trosoban-novogradnja-pejton/,BAULAND prodaje: Trosoban/ Novogradnja/Pejton,163000,Ilidza,43.833914,18.29901,67,67,Trosoban (3),Prve samostalne brigade,2010+,no info,novogradnja,0,0,Namjesten
https://www.olx.ba/artikal/29115595/prostor-prodaje-novogradnja-trosoban-stan-sa-balkonom/,PROSTOR prodaje: NOVOGRADNJA trosoban stan sa balkonom,103350,"Sarajevo, Novi Grad",43.850438,18.35629,53,53,Trosoban (3),Dzemala Bijedica,Novogradnja,Istok,novogradnja,1,0,Nenamjesten
https://www.olx.ba/artikal/30908536/novogradnja-skenderija-dvoiposoban-52-53m2-akcija-10/,"NOVOGRADNJA Skenderija, dvoiposoban 52-53m2 AKCIJA -10%",182385,Sarajevo - Centar,43.852924,18.410201,52,52,Trosoban (3),Terezija,Novogradnja,no info,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/30050597/prostor-prodaje-novogradnja-sarajevo-waves-ilidza/,"PROSTOR prodaje: NOVOGRADNJA Sarajevo Waves, Ilidza",172422,Ilidza,43.838372,18.297164,62,62,Dvosoban (2),Barska,Novogradnja,Zapad,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/30272731/prostor-prodaje-novogradnja-sarajevo-waves-81m2/,"PROSTOR prodaje: NOVOGRADNJA Sarajevo Waves, 81m2",214652,Ilidza,43.837474,18.298323,81,81,Trosoban (3),Barska,Novogradnja,Istok,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/31378623/novogradnja-breka-eksluzivan-penthaus-sa-dvije-terase/,NOVOGRADNJA BREKA! Eksluzivan penthaus sa dvije terase,479000,Sarajevo - Centar,43.870554,18.416102,160,160,Petosoban i vise,Asima Ferhatovica,2015+,no info,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/29021917/novogradnja-breka-komforan-jednosoban-stan-s-balkonom/,NOVOGRADNJA BREKA! Komforan jednosoban stan s balkonom,98000,Sarajevo - Centar,43.869656,18.416467,40,40,Jednosoban (1),Asima Ferhatovica,2015+,Sjever,novogradnja,1,0,Nenamjesten
https://www.olx.ba/artikal/31132068/novogradnja-skenderija-trosoban-71-m2-akcija-10/,"NOVOGRADNJA Skenderija, trosoban 71 m2. AKCIJA -10%",277329,Sarajevo - Centar,43.854061,18.410609,71,71,Trosoban (3),Terezija,Novogradnja,no info,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/28879174/prostor-prodaje-trosoban-stan-sa-garazom-aerodromsko/,"PROSTOR prodaje: Trosoban stan sa garazom, Aerodromsko",133000,"Sarajevo, Novi Grad",43.828167,18.337837,63,63,Trosoban (3),Andreja Andrejevica,2010+,Jug,no info,0,0,Namjesten
https://www.olx.ba/artikal/29702619/prostor-prodaje-adaptiran-trosoban-stan-hrasno/,"PROSTOR prodaje: Adaptiran trosoban stan, Hrasno",209000,Novo Sarajevo,43.84753,18.375358,80,80,Trosoban (3),Antuna Branka Šimica,1980-1989,Jug,adaptiran,0,0,Nenamjesten
https://www.olx.ba/artikal/30265801/prostor-prodaje-trosoban-stan-dobrinja-3/,"PROSTOR prodaje: Trosoban stan, Dobrinja 3",115000,"Sarajevo, Novi Grad",43.830013,18.35158,64,64,Trosoban (3),Grada Bakua,1980-1989,Istok,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31426549/dvosoban-stan-u-izgradnji-roh-bau-hadzici/,"Dvosoban stan u izgradnji ROH BAU, Hadzici",64900,Hadzici,43.824073,18.207684,51.5,51.5,Dvosoban (2),Hadzeli,Novogradnja,Jug,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/22626868/stan-sarajevo-stari-grad/,"Stan Sarajevo, Stari grad",220000,Stari Grad,43.863436,18.431389,105,105,cetverosoban (4),Safet bega Basagica 92A,1980-1989,Jugozapad,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/28838865/cetverosoban-stan-sarajevo/,cetverosoban stan Sarajevo,2300,Sarajevo - Centar,43.849234,18.360634,102.46,102.46,cetverosoban (4),Srdjana Aleksica,Novogradnja,Zapad,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31153043/trosoban-stan-opcina-centar-kosevsko-brdo/,"Trosoban stan opcina Centar, Kosevsko brdo!",113750,Sarajevo - Centar,43.870492,18.40415,65,65,Trosoban (3),Muhameda Hadzijahica,no info,Sjeveroistok,no info,0,0,Namjesten
https://www.olx.ba/artikal/31500669/stan-trosoban-opremljen-garaza/,Stan trosoban (opremljen) garaza,182000,Novo Sarajevo,43.865432,18.401386,85,85,Trosoban (3),Muhameda efendije Pandze 4C,2010+,Istok,no info,0,0,Namjesten
https://www.olx.ba/artikal/30036793/stari-grad-troiposoban-stan-sa-parking-mjestom/,"Stari grad, troiposoban stan sa parking mjestom",275000,Stari Grad,43.857116,18.426822,88,88,Trosoban (3),Obala Kulina Bana,no info,Jugoistok,no info,0,0,Namjesten
https://www.olx.ba/artikal/30090419/prodaja-stanova-na-stupu-u-ulici-brijescanskoj/,Prodaja stanova na Stupu u ulici Brijescanskoj.,101451,Ilidza,43.831406,18.300211,48.31,48.31,Dvosoban (2),Brijescanska Stup,Novogradnja,Sjever,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31170522/lux-dom-prodaje-hrasnica-jednosoban-stan-29m2/,LUX DOM/ Prodaje: Hrasnica jednosoban stan 29m2,39500,Ilidza,43.831406,18.300211,29,29,Jednosoban (1),no info,no info,no info,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/31488766/lux-domprodaje-svrakino-53-m2-1-sprat/,Lux Dom:prodaje Švrakino 53 m2 1 sprat,90000,"Sarajevo, Novi Grad",43.845071,18.340509,53,53,Trosoban (3),Prvomajska,1980-1989,Jugozapad,no info,0,0,Namjesten
https://www.olx.ba/artikal/31277920/lux-dom-prodaje-tibra-38-m2/,LUX DOM/ Prodaje: TIBRA 38 m2,75000,Ilidza,43.831406,18.300211,38,38,Garsonjera,no info,no info,no info,no info,0,0,no info
https://www.olx.ba/artikal/31450617/lux-dom-prodaje-hrasno-53m2/,LUX DOM /Prodaje: HRASNO 53m2,114500,Novo Sarajevo,43.85406,18.392567,53,53,Dvosoban (2),Dzamijska,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31265861/stan-naselje-bulevar-novogradnja-66m2/,"Stan, Naselje Bulevar - novogradnja, 66m2",2000,Ilidza,43.840167,18.321755,65.85,65.85,Trosoban (3),no info,Novogradnja,Jugozapad,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/31265624/dvosoban-stan-naselje-bulevar-51m2/,"Dvosoban Stan, Naselje Bulevar, 51m2",102660,Ilidza,43.840144,18.321894,51.33,51.33,Dvosoban (2),no info,Novogradnja,Jugoistok,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30276881/prostor-prodaje-adaptiran-cetverosoban-stan-ciglane/,"PROSTOR prodaje: Adaptiran cetverosoban stan, Ciglane",275000,Sarajevo - Centar,43.865696,18.409729,88,88,cetverosoban (4),Alipasina,1980-1989,Zapad,adaptiran,0,0,Nenamjesten
https://www.olx.ba/artikal/31451612/my-space-stan-alipasino-polje-trg-solidarnosti-68-m2/,MY SPACE/ Stan/Alipasino polje/Trg solidarnosti/68 m2,110000,"Sarajevo, Novi Grad",43.846278,18.350079,68,68,Trosoban (3),Trg solidarnosti,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31180721/my-space-stan-vogosca-spasoje-blagovcanina-59-m2/,MY SPACE/ Stan/ Vogosca/ Spasoje Blagovcanina/ 59 m2,76000,Vogosca,43.901718,18.338746,59,59,Dvosoban (2),Spasoje Blagovcanina,no info,no info,no info,0,0,no info
https://www.olx.ba/artikal/31484368/my-space-stan-kosevo-patriotske-lige-renoviran-62-m2/,MY SPACE/ Stan/ Kosevo/ Patriotske lige/RENOVIRAN/62 m2,149000,Sarajevo - Centar,43.871389,18.412046,62,62,Trosoban (3),Patriotske lige,no info,Jugoistok,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30164577/my-space-stan-sa-garazom-bjelave-renoviran-55-m2/,MY SPACE/ Stan sa garazom/ Bjelave/ RENOVIRAN/ 55 m2,153000,Sarajevo - Centar,43.864397,18.418135,55,55,Dvosoban (2),Bjelave,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31215742/my-space-stan-hrasno-azize-sacirbegovic-50-56-m2/,MY SPACE/ Stan/ Hrasno/ Azize Sacirbegovic/ 50(56) m2,117000,Novo Sarajevo,43.849426,18.379596,50,50,Dvosoban (2),Azize Šacirbegovic,no info,Istok,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31254258/my-space-stan-ilidza-luzani-ramiza-jasara-69-m2/,MY SPACE/ Stan/ Ilidza/ Luzani/ Ramiza Jasara/ 69 m2,130000,Ilidza,43.829061,18.298312,69,69,Trosoban (3),Ramiza Jasara,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30288201/my-space-stan-dolac-malta-malta-50-06-m2/,MY SPACE/ Stan/ Dolac Malta/ Malta/ 50.06 m2,114000,Novo Sarajevo,43.85283,18.377429,50,50,Jednoiposoban (1.5),Malta,no info,Jug,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/25762208/my-space-stan-centar-senoina-renoviran-79-m2/,MY SPACE/ Stan/ Centar/ Senoina/ RENOVIRAN/ 79 m2,220000,Sarajevo - Centar,43.858146,18.419208,79,79,Trosoban (3),Šenoina,1960-1969,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31044189/my-space-stan-marijin-dvor-renoviran-71-80-m2/,MY SPACE/ Stan/ Marijin Dvor/ RENOVIRAN/ 71(80) m2,150000,Sarajevo - Centar,43.859972,18.408077,71,71,Trosoban (3),Avde Jabucice,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30120577/sigenx-prodaje-dvosoban-stan-cengic-vila-gradacacka/,Sigenx prodaje :Dvosoban stan/cengic Vila /Gradacacka,85000,"Sarajevo, Novi Grad",43.848253,18.3713,53,53,Dvosoban (2),Gradacacka,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31513174/sigenx-prodaje-kovacici-troiposoban-stan-83m2/,SIGENX prodaje: Kovacici / troiposoban stan 83m2,210000,Sarajevo - Centar,43.852297,18.404794,83,83,Trosoban (3),Emerika Bluma,1980-1989,Sjeveroistok,no info,0,0,Namjesten
https://www.olx.ba/artikal/27323149/nova-cijena-stan-centar-breka-104m2/,NOVA CIJENA Stan Centar Breka 104m2,214000,Sarajevo - Centar,43.872889,18.419578,105,105,cetverosoban (4),Breka,2000-2009,Zapad,no info,0,0,Namjesten
https://www.olx.ba/artikal/28155335/stan-centar-marijin-dvor-103m2/,Stan Centar Marijin Dvor 103m2,327000,Sarajevo - Centar,43.856746,18.407798,103,103,Trosoban (3),Kralja Tvrtka,no info,no info,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/27984843/cetverosoban-stan-centar-titova-125m2/,Cetverosoban Stan Centar Titova 125m2,292000,Sarajevo - Centar,43.858711,18.420903,125,125,cetverosoban (4),Titova,no info,no info,no info,0,0,no info
https://www.olx.ba/artikal/29460889/stan-centar-senoina-79-m2/,Stan Centar Senoina 79 m2,225000,Sarajevo - Centar,43.858053,18.41931,79,79,Trosoban (3),Senoina,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/27733445/stan-otoka-novogradnja-85m2/,Stan / Otoka / Novogradnja / 85m2,320000,"Sarajevo, Novi Grad",43.84951,18.365496,85,85,cetverosoban (4),BUlevar Mese Selimovica,Novogradnja,no info,novogradnja,0,0,Namjesten
https://www.olx.ba/artikal/29471074/stan-novi-grad-otoka-89m2/,Stan Novi Grad Otoka 89m2,150000,"Sarajevo, Novi Grad",43.847063,18.364539,89,89,cetverosoban (4),Brcanska,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/29525938/stan-centar-danijela-ozme-66m2/,Stan Centar Danijela Ozme 66m2,220000,Sarajevo - Centar,43.859523,18.413033,66,66,Trosoban (3),Danijela Ozme,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/27744494/stan-novogradnja-nova-otoka-50m2/,Stan / Novogradnja / NOVA OTOKA / 50m2,149000,"Sarajevo, Novi Grad",43.849672,18.362824,50.5,50.5,Dvosoban (2),Dzemala BIjedica,Novogradnja,no info,novogradnja,0,0,no info
https://www.olx.ba/artikal/30327957/stan-trosoban-stari-grad-bistrik-69m2/,Stan Trosoban Stari Grad Bistrik 69m2,230000,Stari Grad,43.856271,18.433707,69,69,Trosoban (3),Franjevacka,1960-1969,Jug,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/30317608/stan-centar-marijin-dvor-95m2-cijena-285-000-km/,Stan Centar Marijin Dvor 95m2 Cijena 285.000 KM,285000,Sarajevo - Centar,43.859276,18.407712,95,95,Trosoban (3),Avde Jabucice,no info,no info,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/30499914/stan-grbavica-85m2/,Stan Grbavica 85m2,196000,Novo Sarajevo,43.848884,18.40071,85,85,Trosoban (3),Radnicka,no info,Jug,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31509519/my-space-stan-dolac-malta-envera-sehovica-92-m2/,MY SPACE/ Stan/ Dolac Malta/ Envera Sehovica/ 92 m2,187000,Novo Sarajevo,43.853255,18.381366,92,92,Trosoban (3),Envera Šehovica,no info,Jug,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31258681/trosoban-stan-vogosca-82-m2/,Trosoban stan / Vogosca/ 82 m2,145000,Vogosca,43.900636,18.338146,82,82,Trosoban (3),Brace Krso 42,1980-1989,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31508666/stan-sarajevo/,Stan Sarajevo,185000,Sarajevo - Centar,43.86845,18.423376,64,64,Dvosoban (2),Ul.Bardakcije,Novogradnja,Ostalo,no info,0,0,Namjesten
https://www.olx.ba/artikal/31290102/dvosoban-stan-stup-naselje-bulevar-51m2/,"Dvosoban stan, Stup, naselje Bulevar, 51m2",102380,Ilidza,43.839703,18.321326,51.19,51.19,Dvosoban (2),no info,Novogradnja,Sjeverozapad,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30857099/saray-residence-stup-cetverosoban-stan/,SARAY RESIDENCE STUP - cETVEROSOBAN STAN,121500,Ilidza,43.843618,18.319588,63,63,cetverosoban (4),Ismeta Alajbegovica Šerbe 24,Novogradnja,Zapad,no info,0,0,Namjesten
https://www.olx.ba/artikal/30857028/saray-residence-stup-trosoban-stan/,SARAY RESIDENCE STUP - TROSOBAN STAN,91000,Ilidza,43.843665,18.319566,46,46,Trosoban (3),Ismeta Alajbegovica Šerbe 24,Novogradnja,Zapad,no info,0,0,Namjesten
https://www.olx.ba/artikal/31066552/saray-residence-stup-dvosoban-stan/,SARAY RESIDENCE STUP - DVOSOBAN STAN,91000,Ilidza,43.843634,18.319416,47,47,Dvosoban (2),Ismeta Alajbegovica Šerbe 24,Novogradnja,Jug,no info,0,0,Namjesten
https://www.olx.ba/artikal/29126520/prostor-prodaje-trosoban-stan-stari-grad/,"PROSTOR prodaje: Trosoban stan, Stari grad",189000,Stari Grad,43.861034,18.423139,60,60,Trosoban (3),Mehmed pase Sokolovica,1960-1969,Jug,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30874076/prostor-prodaje-cetverosoban-stan-stari-grad/,"PROSTOR prodaje: cetverosoban stan, Stari Grad",259000,Stari Grad,43.86086,18.425148,138,138,cetverosoban (4),Muse Ćazima Ćatica,Prije 1950,no info,no info,0,0,no info
https://www.olx.ba/artikal/31355524/prostor-prodaje-cetverosoban-stan-dobrinja-5/,"PROSTOR prodaje: cetverosoban stan, Dobrinja 5",165000,"Sarajevo, Novi Grad",43.832936,18.344114,85,85,cetverosoban (4),Sulejmana Filipovica,1990-1999,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/29471287/area-troiposoban-stan-centar-98-m2/,AREA/Troiposoban/stan/Centar/98 m2,260000,Sarajevo - Centar,43.861968,18.415437,98,98,Trosoban (3),no info,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/26306665/area-prodaje-trosoban-stan-centar-94-m2-centar/,AREA prodaje/ Trosoban stan/ Centar/ 94 m2/Centar,299000,Sarajevo - Centar,43.862169,18.415394,94,94,Trosoban (3),Rizaha Štetica,1960-1969,Jugoistok,no info,0,0,Namjesten
https://www.olx.ba/artikal/31183992/komforan-renoviran-stan-na-grbavici-vraca/,Komforan renoviran stan na Grbavici-Vraca,108000,Novo Sarajevo,43.84681,18.397116,57,57,Dvosoban (2),Avde Smajlovica,1980-1989,no info,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/31242329/stan-alipasino-polje/,Stan Alipasino polje,110000,"Sarajevo, Novi Grad",43.843725,18.346329,70,70,Trosoban (3),Nerkeza Smailagica 8,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/29430060/dobrinja-5-dvosoban-stan-moze-zamjena-za-veci-stan/,Dobrinja 5 - Dvosoban stan (moze zamjena za veci stan),111500,"Sarajevo, Novi Grad",43.831901,18.34145,59,59,Dvosoban (2),no info,1980-1989,Jugoistok,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/31123956/dvosoban-stan-u-pofalicima/,Dvosoban stan u Pofalicima,124000,Novo Sarajevo,43.858269,18.391108,56,56,Dvosoban (2),Hamdije cemerlica,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31512339/trosoban-stan-dolac-malta-envera-sehovica-92-m2/,Trosoban stan - Dolac Malta - Envera Šehovica - 92 m2,187000,Novo Sarajevo,43.853225,18.381796,92,92,Trosoban (3),Envera Šehovica,no info,Jug,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31176789/dobrinja-5-stan/,DOBRINJA 5 STAN,115000,"Sarajevo, Novi Grad",1.179172,4.600899,55,55,Jednoiposoban (1.5),no info,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31505963/trosoban-stan-na-gornjim-ciglanama/,Trosoban stan na gornjim Ciglanama,205000,Sarajevo - Centar,43.86203,18.403678,78,78,Trosoban (3),Antuna Hangija,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31500097/my-space-stan-centar-kralja-tvrtka-renoviran-56m2/,MY SPACE/ Stan/ Centar/ Kralja Tvrtka/ RENOVIRAN/ 56m2,155000,Sarajevo - Centar,43.856878,18.407733,56,56,Dvosoban (2),Kralja Tvrtka,no info,Zapad,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/25565835/my-space-stan-centar-brace-begic-58m2/,MY SPACE/ Stan/ Centar/ Brace Begic/ 58m2,114000,Sarajevo - Centar,43.864582,18.404193,58,58,Dvosoban (2),Brace Begic,no info,Istok,no info,0,0,no info
https://www.olx.ba/artikal/28790220/my-space-stan-centar-vrtovi-sunca-novogradnja-57-5m2/,"MY SPACE/Stan/Centar/VRTOVI SUNCA/NOVOGRADNJA/57,5m2",117000,Sarajevo - Centar,43.877731,18.415544,57.5,57.5,Dvosoban (2),Midhata Karica Mitketa,no info,no info,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/31511189/my-space-stan-otoka-brcanska-39-m2/,MY SPACE/ Stan/ Otoka/ Brcanska/ 39 m2,92500,"Sarajevo, Novi Grad",43.846928,18.36658,39,39,Jednosoban (1),Brcanska,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31260637/professionals-stan-dobrinja-71-m2-trosoban/,PROFESSIONALS/stan/ Dobrinja/71 m2/trosoban,74000,"Sarajevo, Novi Grad",43.829036,18.35716,71,71,Trosoban (3),Gandijeva,2000-2009,Jugoistok,no info,0,0,Namjesten
https://www.olx.ba/artikal/21650120/troiposoban-stan-96-m2-drvenija/,Troiposoban stan 96 m2 Drvenija,245000,Sarajevo - Centar,43.856011,18.421831,96,96,cetverosoban (4),Hamdije Kresevljakovica,1960-1969,Istok,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/30802712/dvosoban-stan-alipasino-polje-a-faza-novi-grad/,Dvosoban stan - Alipasino polje A faza - Novi grad,79000,"Sarajevo, Novi Grad",43.845759,18.353735,46,46,Dvosoban (2),Bajrama Zenunija,1980-1989,Zapad,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/29739217/dobrinji-c5-70m2-1-sprat-1899km-bez-posrednika/,DOBRINJI C5 70m2 1 sprat 1899KM BEZ POSREDNIKA,134999,"Sarajevo, Novi Grad",43.826044,18.347228,70,70,Dvosoban (2),LUJA PASTERA,1980-1989,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30746509/dobrinaj-c5-70m2-1899km-m2-prvi-sprat/,DOBRINAJ C5 70M2 1899KM/m2 PRVI SPRAT,1899,"Sarajevo, Novi Grad",43.826017,18.347362,70,70,Dvosoban (2),LUJA PASTERA,1980-1989,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/27450782/potpuno-namjesten-dvosoban-stan-hrasno/,"Potpuno namjesten, dvosoban stan, Hrasno.",109500,Novo Sarajevo,43.850741,18.380208,60,60,Dvosoban (2),Aleja lipa,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/30069111/stan-sarajevo-vraca-57m2/,STAN SARAJEVO VRACA 57m2,127000,Novo Sarajevo,43.847004,18.397824,57,57,Dvosoban (2),Vraca,no info,Sjeveroistok,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/10657301/stan-ilidza-otes-69-61m2-1365-km-m2/,"Stan Ilidza - Otes 69,61m2 1365 KM/m2",95000,Ilidza,43.839331,18.297121,69.61,69.61,Dvosoban (2),Oteskog bataljona,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31355762/super-ponuda-grbavica-dvosoban-stan/,Super ponuda / Grbavica - Dvosoban stan,105000,Novo Sarajevo,43.849561,18.393753,54,54,Dvosoban (2),no info,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31404019/stan-centar-146m2-zelenih-beretki/,STAN/ CENTAR/ 146m2/ Zelenih Beretki,256000,Sarajevo - Centar,43.858193,18.426246,146,146,cetverosoban (4),Zelenih Beretki,no info,Jugoistok,no info,0,0,Namjesten
https://www.olx.ba/artikal/30823030/trosoban-stan-u-ulici-avde-jabucice/,Trosoban stan u ulici Avde Jabucice,165000,Sarajevo - Centar,43.859198,18.408087,71,71,Trosoban (3),Avde Jabucice,no info,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/30981515/dvosoban-stan-na-mojmilu/,Dvosoban stan na Mojmilu,110000,"Sarajevo, Novi Grad",43.838245,18.347032,55,55,Dvosoban (2),Olimpijska,1980-1989,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/29012423/atraktivan-stan-u-nahorevskoj-ulici/,Atraktivan stan u Nahorevskoj ulici,159000,Sarajevo - Centar,43.896598,18.416166,64,64,Trosoban (3),Nahorevska,2010+,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31501196/prostor-prodaje-cetverosoban-stan-sa-lodjom-stup/,"PROSTOR prodaje: cetverosoban stan sa lodjom, Stup",139900,Ilidza,43.840476,18.324716,69,69,cetverosoban (4),Stupska,2000-2009,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/30798949/dvosoban-stan-na-kosevskom-brdu/,Dvosoban stan na Kosevskom Brdu,79000,Novo Sarajevo,43.86975,18.403964,59,59,Dvosoban (2),Muhameda Hadzijahica 22,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/30618394/novogradnja-kromolj-breka-bjelave-vogosca/,NOVOGRADNJA KROMOLJ - breka bjelave vogosca,2200,Sarajevo - Centar,43.881072,18.408956,62.69,62.69,Dvosoban (2),Slatina,Novogradnja,no info,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/30618144/novogradnja-kromolj-breka-bjelave-vogosca/,NOVOGRADNJA KROMOLJ - breka bjelave vogosca,2200,Sarajevo - Centar,43.881257,18.409085,74.68,74.68,Trosoban (3),Slatina,Novogradnja,no info,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/30605912/novogradnja-kromolj-breka-bjelave-vogosca/,NOVOGRADNJA KROMOLJ - breka bjelave vogosca,2200,Sarajevo - Centar,43.880886,18.408356,73.54,73.54,Trosoban (3),"Slatina, Sarajevo",Novogradnja,Istok,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/31061344/hb-nekretnine-prodaju-stan-cengic-vila/,"H&B nekretnine prodaju, stan cengic Vila",95500,"Sarajevo, Novi Grad",43.848885,18.370914,52,52,Trosoban (3),Gradacacka 31,1970-1979,no info,no info,0,0,Namjesten
https://www.olx.ba/artikal/31441335/stan-stup-bacici-ilidza/,Stan stup bacici ilidza,141375,Ilidza,43.845144,18.326283,97.5,97.5,Trosoban (3),Hifzi Bjelavca,2010+,no info,no info,0,0,Polunamjesten
https://www.olx.ba/artikal/31488053/locus-prodajecetverosoban-adaptiran-stan-81m2-a-polje/,"LOCUS prodaje:cetverosoban adaptiran stan 81m2,A. Polje",129000,"Sarajevo, Novi Grad",43.845349,18.344028,81,81,cetverosoban (4),Trg Medjunarodnog prijateljstva,no info,no info,adaptiran,0,0,Nenamjesten
https://www.olx.ba/artikal/31488010/dobrinja-jednosoban-stan-38m2-pored-slasticarne-kup/,Dobrinja. Jednosoban stan 38m2 pored slasticarne Kup,74000,"Sarajevo, Novi Grad",43.829345,18.353308,38,38,Jednosoban (1),Trg Djece Dobrinje,1980-1989,Istok,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31512935/novogradnja-hadzici-rezervisite-vas-stan-u-toku-akcije/,Novogradnja Hadzici. Rezervisite Vas stan u toku akcije,1420,Hadzici,43.824259,18.208532,50,50,Trosoban (3),Zlatnih Ljiljana,Novogradnja,Jug,novogradnja,0,0,Nenamjesten
https://www.olx.ba/artikal/31112353/professionals-troiposoban-stan-87-m2-dobrinja-2/,Professionals/troiposoban stan 87 m2/Dobrinja 2,120000,"Sarajevo, Novi Grad",43.827217,18.352284,87,87,cetverosoban (4),Esada Pasalica,no info,Jugoistok,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/31487322/alipasino-polje-lijepo-adaptiran-dvosoban-stan-48m2/,Alipasino Polje. Lijepo adaptiran dvosoban stan 48m2,115000,"Sarajevo, Novi Grad",43.845968,18.35053,48,48,Dvosoban (2),Trg Solidarnosti,no info,Zapad,adaptiran,0,0,Nenamjesten
https://www.olx.ba/artikal/31452726/dobrinja-1-djelomicno-adaptiran-trosoban-stan-74m2/,Dobrinja 1. Djelomicno adaptiran trosoban stan 74m2,99900,"Sarajevo, Novi Grad",43.822534,18.354456,74,74,Trosoban (3),Trg Sabora Bosanskog,1980-1989,Jug,adaptiran,0,0,Nenamjesten
https://www.olx.ba/artikal/22160510/sigenx-prodaje-troiposoban-stan-ul-franjevacka/,SIGENX prodaje: Troiposoban stan / ul. Franjevacka /,190000,Stari Grad,43.856758,18.432165,113,113,Trosoban (3),Franjevacka,no info,no info,no info,0,0,Nenamjesten
https://www.olx.ba/artikal/17833384/dvosoban-stan-kosevsko-brdo-prodaja/,Dvosoban stan-Kosevsko brdo-Prodaja,108000,Sarajevo - Centar,43.869482,18.403951,48,48,Dvosoban (2),Muhameda Hadzijahica,1970-1979,Jugozapad,no info,0,0,Namjesten
